Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
03/31/2015,23:53:00,MCP,"1st district, Rockville",DRIVER CHANGING LANES WHEN UNSAFE,DARNESTOWN RD/ ALDERWOOD DR,39.109475,-77.2371633333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,PORSCHE,CAYENNE,SILVER,Warning,21-309(b),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.109475, -77.2371633333333)"
03/31/2015,23:53:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,DARNESTOWN RD/ ALDERWOOD DR,39.109475,-77.2371633333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,PORSCHE,CAYENNE,SILVER,Warning,21-201(a1),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.109475, -77.2371633333333)"
09/30/2014,22:32:00,MCP,"2nd district, Bethesda",FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.,SEVEN LOCKS RD / GLENNON DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,PORS,CN,MAROON,Warning,22-203(b),Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,
03/31/2015,23:53:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,DARNESTOWN RD/ ALDERWOOD DR,39.109475,-77.2371633333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,PORSCHE,CAYENNE,SILVER,Citation,13-409(b),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.109475, -77.2371633333333)"
03/31/2015,23:52:00,MCP,"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,GEORGIA AVE @ EAST WEST HWY,38.9882333333333,-77.0273766666667,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2001.0,TOYT,4S,GRAY,Warning,22-204(f),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9882333333333, -77.0273766666667)"
03/31/2015,23:50:00,MCP,"3rd district, Silver Spring",DRIVING VEH. ON HWY WITH LAMP IMPROPERLY DISPLAYING WHITE LIGHT FROM REAR,PINEY BRANCH RD @ UNIVERSITY BLVD E,38.99967,-76.99296333333331,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,TOYT,TK,SILVER,Warning,22-227(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.99967, -76.9929633333333)"
03/31/2015,23:48:00,MCP,"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,BURLINGTON AVE/ GEORGIA AVE,38.987688333333296,-77.0239666666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,AUDI,A4,SILVER,Warning,22-204(f),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9876883333333, -77.0239666666667)"
03/31/2015,23:48:00,MCP,"3rd district, Silver Spring",MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT,GEORGIA AVE/SLIGO AVE,38.988761666666704,-77.02632,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2007.0,CHEVROLET,SUBURBAN,SILVER,Warning,22-206(a),Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,"(38.9887616666667, -77.02632)"
03/31/2015,23:45:00,MCP,"1st district, Rockville",DRIVER FAILURE TO YIELD RIGHT OF WAY ENTERING HWY. FROM PRIVATE DRIVEWAY,14800 BLK DARNESTOWN RD,39.10063833333329,-77.2140316666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,PONTIAC,2DR,BLACK,Citation,21-404(b),Transportation Article,No,WHITE,M,N POTOMAC,MD,FL,A - Marked Patrol,"(39.1006383333333, -77.2140316666667)"
03/31/2015,23:45:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,14800 BLK DARNESTOWN RD,39.10063833333329,-77.2140316666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,PONTIAC,2DR,BLACK,Citation,16-112(c),Transportation Article,No,WHITE,M,N POTOMAC,MD,FL,A - Marked Patrol,"(39.1006383333333, -77.2140316666667)"
03/31/2015,23:45:00,MCP,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,14800 BLK DARNESTOWN RD,39.10063833333329,-77.2140316666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,PONTIAC,2DR,BLACK,Citation,16-116(a),Transportation Article,No,WHITE,M,N POTOMAC,MD,FL,A - Marked Patrol,"(39.1006383333333, -77.2140316666667)"
09/30/2014,21:47:00,MCP,"4th district, Wheaton",DRIVER PERMITTING PERSON TO OCCUPY AREA OF VEHICLEPRIMARILY INTENDED TO CARRY CARGO,VIERS MILL @ FERRARA,,,No,No,No,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,1995.0,CHEVY,VAN,WHITE,Citation,21-1107(b1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
09/30/2014,21:47:00,MCP,"4th district, Wheaton",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,VIERS MILL @ FERRARA,,,No,No,No,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,1995.0,CHEVY,VAN,WHITE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
09/30/2014,21:47:00,MCP,"4th district, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",VIERS MILL @ FERRARA,,,No,No,No,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,1995.0,CHEVY,VAN,WHITE,Citation,21-901.1(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
09/30/2014,21:47:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,VIERS MILL @ FERRARA,,,No,No,No,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,1995.0,CHEVY,VAN,WHITE,Citation,16-303(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
09/30/2014,21:47:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,VIERS MILL @ FERRARA,,,No,No,No,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,1995.0,CHEVY,VAN,WHITE,Citation,16-303(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
09/30/2014,21:47:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106.,VIERS MILL @ FERRARA,,,No,No,No,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,1995.0,CHEVY,VAN,WHITE,Citation,16-303(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
03/31/2015,23:45:00,MCP,"3rd district, Silver Spring",FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.,SLIGO AVE AT GEORGIA AVE,38.990216666666704,-77.0260433333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,LINCOLN,MKX,BLACK,Warning,22-203(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9902166666667, -77.0260433333333)"
03/31/2015,23:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,MONTGOMERY VILLAGE AVE /  MIDCOUNTY HWY,39.15917,-77.20278,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,JEEP,LAREDO,GRAY,Citation,13-411(f),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15917, -77.20278)"
03/31/2015,23:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,MONTGOMERY VILLAGE AVE /  MIDCOUNTY HWY,39.15917,-77.20278,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,JEEP,LAREDO,GRAY,Citation,13-401(h),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15917, -77.20278)"
03/31/2015,23:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,MONTGOMERY VILLAGE AVE /  MIDCOUNTY HWY,39.15917,-77.20278,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,JEEP,LAREDO,GRAY,Citation,13-411(d),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15917, -77.20278)"
03/31/2015,23:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,MONTGOMERY VILLAGE AVE /  MIDCOUNTY HWY,39.15917,-77.20278,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,JEEP,LAREDO,GRAY,Citation,13-411(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15917, -77.20278)"
03/31/2015,23:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,MONTGOMERY VILLAGE AVE /  MIDCOUNTY HWY,39.15917,-77.20278,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,JEEP,LAREDO,GRAY,Citation,13-409(b),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15917, -77.20278)"
03/31/2015,23:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,MONTGOMERY VILLAGE AVE /  MIDCOUNTY HWY,39.15917,-77.20278,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,JEEP,LAREDO,GRAY,Citation,13-411(c2),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15917, -77.20278)"
03/31/2015,23:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",KNOWINGLY DRIVING UNINSURED VEHICLE,MONTGOMERY VILLAGE AVE /  MIDCOUNTY HWY,39.15917,-77.20278,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,JEEP,LAREDO,GRAY,Citation,17-107,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15917, -77.20278)"
03/31/2015,23:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,MONTGOMERY VILLAGE AVE /  MIDCOUNTY HWY,39.15917,-77.20278,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,JEEP,LAREDO,GRAY,Citation,13-401(b1),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15917, -77.20278)"
03/31/2015,23:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,MONTGOMERY VILLAGE AVE /  MIDCOUNTY HWY,39.15917,-77.20278,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,JEEP,LAREDO,GRAY,Citation,13-703(g),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15917, -77.20278)"
03/31/2015,23:42:00,MCP,"2nd district, Bethesda",MOTOR VEHICLE W/O REQUIRED STOP LAMPS EQUIPMENT,OLD GEORGETOWN RD/  DEMOCRACY BLVD,39.024115,-77.1244066666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,HOND,4S,GRAY,Warning,22-206(a),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.024115, -77.1244066666667)"
03/31/2015,23:40:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STOP SIGN LINE,CRYSTAL ROCK@WISTERIA DR,39.17737,-77.2708016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,NISSAN,TK,SILVER,Warning,21-707(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.17737, -77.2708016666667)"
03/31/2015,23:40:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,CRYSTAL ROCK@WISTERIA DR,39.17737,-77.2708016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,NISSAN,TK,SILVER,Warning,13-409(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.17737, -77.2708016666667)"
03/31/2015,23:37:00,MCP,"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,GEORGIA AVE AT EAST WEST HIGHWAY,38.987731666666704,-77.0263233333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998.0,LEXUS,ES300,WHITE,Warning,22-204(f),Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.9877316666667, -77.0263233333333)"
03/31/2015,23:36:00,MCP,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,GOOD HOPE RD @ WINDMILL LN,39.101713333333294,-76.98101333333331,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,CHEVY,LUMINA,GREEN,Citation,21-707(a),Transportation Article,No,BLACK,F,BELTSVILLE,MD,MD,A - Marked Patrol,"(39.1017133333333, -76.9810133333333)"
03/31/2015,23:34:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,MIDCOUNTY HWY / WOODFIELD RD,39.15376,-77.1788833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,HONDA,CIVIC,WHITE,Warning,13-409(b),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15376, -77.1788833333333)"
03/31/2015,23:34:00,MCP,"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,MIDCOUNTY HWY / WOODFIELD RD,39.15376,-77.1788833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,HONDA,CIVIC,WHITE,Warning,22-219(a),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15376, -77.1788833333333)"
03/31/2015,23:33:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,FENTON ST AT SLIGO AVE,38.98744,-77.0235016666667,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2008.0,FORDVAL2008,ESCAPE,GREEN,Warning,21-201(a1),Transportation Article,No,ASIAN,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.98744, -77.0235016666667)"
03/31/2015,23:32:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STOP SIGN LINE,CORDELL/ WOODMONT,38.99023,-77.0971383333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,PRIUS,GRAY,Warning,21-707(a),Transportation Article,No,WHITE,F,BRENTWOOD,MD,MD,A - Marked Patrol,"(38.99023, -77.0971383333333)"
03/31/2015,23:32:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,CORDELL/ WOODMONT,38.99023,-77.0971383333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,PRIUS,GRAY,Warning,13-409(b),Transportation Article,No,WHITE,F,BRENTWOOD,MD,MD,A - Marked Patrol,"(38.99023, -77.0971383333333)"
03/31/2015,23:32:00,MCP,"2nd district, Bethesda",TAILLIGHTS (*),CORDELL/ WOODMONT,38.99023,-77.0971383333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,PRIUS,GRAY,ESERO,56*,,No,WHITE,F,BRENTWOOD,MD,MD,A - Marked Patrol,"(38.99023, -77.0971383333333)"
03/31/2015,23:30:00,MCP,"3rd district, Silver Spring",TAG LIGHTS (*),BURLINGTON AVE/ GEORGIA AVE,38.988018333333294,-77.0236233333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,NISS,PATHFINDER,WHITE,ESERO,65*,,No,HISPANIC,M,MOUNT RAINER,MD,MD,A - Marked Patrol,"(38.9880183333333, -77.0236233333333)"
03/31/2015,23:26:00,MCP,"1st district, Rockville",HEADLIGHTS (*),355@RIDGEMONT AVE,39.118865,-77.1713066666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYT,2S,SILVER,ESERO,55*,,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.118865, -77.1713066666667)"
03/31/2015,23:25:00,MCP,"2nd district, Bethesda",STOP LIGHTS (*),OLD GEORGETOWN RD/ CEDAR AVE,38.987776666666704,-77.09898333333331,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,HOND,TK,BLUE,ESERO,64*,,No,BLACK,F,NORTH BETHESDA,MD,MD,A - Marked Patrol,"(38.9877766666667, -77.0989833333333)"
09/30/2014,21:07:00,MCP,"1st district, Rockville",DRIVER CHANGING LANES WHEN UNSAFE,GREAT SENECA HWY @ ORCHARD RIDGE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,FORD,CROWN VIC,BROWN,Warning,21-309(b),Transportation Article,No,BLACK,M,WASHINGTON,DC,MD,A - Marked Patrol,
09/30/2014,21:07:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GREAT SENECA HWY @ ORCHARD RIDGE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,FORD,CROWN VIC,BROWN,Warning,21-201(a1),Transportation Article,No,BLACK,M,WASHINGTON,DC,MD,A - Marked Patrol,
09/30/2014,21:07:00,MCP,"1st district, Rockville",WILLFULLY DRIVING MOTOR VEH. AT SLOW SPEED IMPEDING NORMAL AND REASONABLE TRAFFIC MOVEMENT,GREAT SENECA HWY @ ORCHARD RIDGE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,FORD,CROWN VIC,BROWN,Warning,21-804(a),Transportation Article,No,BLACK,M,WASHINGTON,DC,MD,A - Marked Patrol,
